gene,BACKGROUND
RRN3,96
RRNAD1,1
RRP12,17
RRP15,7
RRP1B,18
RRP1,67
RRP36,2
RRP7A,2
RRP8,12
RRP9,9
RRS1,110
RSAD1,3
RSAD2,241
RSBN1L,0
RSBN1,7
RSC1A1,15
RSF1,97
RSG1,12
RSL1D1,13
RSL24D1,4
RSPH10B2,1
RSPH10B,1
RSPH1,21
RSPH3,10
RSPH4A,22
RSPH6A,7
RSPH9,21
RSPO1,274
RSPO2,142
RSPO3,120
RSPO4,46
RSPRY1,4
RSRC1,16
RSRC2,6
RSU1,46
RTBDN,7
RTCA,417
RTCB,56
RTDR1,6
RTEL1,201
RTEL1-TNFRSF6B,0
RTF1,86
RTFDC1,0
RTKN2,20
RTKN,58
RTL1,98
RTN1,126
RTN2,25
RTN3,104
RTN4IP1,8
RTN4,695
RTN4RL1,10
RTN4RL2,14
RTN4R,309
RTP1,36
RTP2,11
RTP3,6
RTP4,30
RTTN,21
RUFY1,16
RUFY2,11
RUFY3,22
RUFY4,3
RUNDC1,3
RUNDC3A,8
RUNDC3B,7
RUNX1,4010
RUNX1T1,455
RUNX2,7562
RUNX3,1298
RUSC1,17
RUSC2,16
RUVBL1,187
RUVBL2,187
RWDD1,5
RWDD2A,2
RWDD2B,1
RWDD3,15
RWDD4,3
RXFP1,367
RXFP2,220
RXFP3,165
RXFP4,68
RXRA,276
RXRB,79
RXRG,88
RYBP,114
RYK,327
RYR1,7132
RYR2,7240
RYR3,6838
S100A10,331
S100A11,266
S100A12,644
S100A13,96
S100A14,73
S100A16,48
S100A1,450
S100A2,236
S100A3,63
S100A4,1369
S100A5,41
S100A6,525
S100A7A,56
S100A7L2,2
S100A7,469
S100A8,1613
S100A9,1440
S100B,2781
S100PBP,13
S100P,445
S100Z,15
S1PR1,661
S1PR2,329
S1PR3,200
S1PR4,35
S1PR5,65
SAA1,580
SAA2,295
SAA4,90
SAAL1,4
SAC3D1,6
SACM1L,8
SACS,7335
SAE1,118
SAFB2,25
SAFB,94
SAG,2986
SALL1,242
SALL2,61
SALL3,62
SALL4,634
SAMD10,1
SAMD11,6
SAMD12,24
SAMD13,2
SAMD14,11
SAMD15,0
SAMD1,7
SAMD3,25
SAMD4A,26
SAMD4B,4
SAMD5,9
SAMD7,7
SAMD8,10
SAMD9L,48
SAMD9,95
SAMHD1,573
SAMM50,37
SAMSN1,26
SAP130,36
SAP18,54
SAP25,6
SAP30BP,13
SAP30L,17
SAP30,66
SAPCD1,6
SAPCD2,7
SAR1A,83
SAR1B,79
SARDH,62
SARM1,156
SARNP,13
SARS2,20
SARS,29375
SART1,64
SART3,92
SASH1,88
SASS6,41
SAT2,271
SATB1,470
SATB2,486
SAV1,132
SAYSD1,0
SBDS,380
SBF1,48
SBF2,94
SBK1,12
SBK2,5
SBK3,1
SBNO1,9
SBNO2,17
SBP1,118
SBSN,25
SBSPON,2
SC5D,68
SCAF11,4
SCAF1,28
SCAF4,8
SCAF8,8
SCAI,923
SCAMP1,43
SCAMP2,26
SCAMP3,27
SCAMP4,5
SCAMP5,14
SCAND1,17
SCAND3,5
SCAPER,19
SCAP,817
SCARA3,38
SCARA5,66
SCARB1,1865
SCARB2,245
SCARF1,38
SCARF2,18
SCCPDH,1
SCD5,71
SCD,14452
SCEL,43
SCFD1,16
SCFD2,5
SCG2,65
SCG3,37
SCG5,143
SCGB1A1,794
SCGB1C1,5
SCGB1D1,7
SCGB1D2,171
SCGB1D4,157
SCGB2A1,43
SCGB2A2,348
SCGB2B2,1
SCGB3A1,88
SCGB3A2,59
SCGN,91
SCHIP1,29
SCIMP,11
SCIN,91
SCLT1,19
SCLY,19
SCMH1,14
SCML4,6
SCN10A,499
SCN11A,196
SCN1A,1237
SCN1B,271
SCN2A,614
SCN2B,74
SCN3A,169
SCN3B,65
SCN4A,549
SCN4B,87
SCN5A,2251
SCN7A,52
SCN8A,473
SCN9A,626
SCNM1,15
SCNN1A,241
SCNN1B,252
SCNN1D,24
SCNN1G,158
SCO1,155
SCO2,315
SCOC,73
SCP2D1,2
SCP2,297
SCPEP1,49
SCRG1,21
SCRIB,356
SCRN1,22
SCRN2,0
SCRN3,2
SCRT1,6
SCRT2,10
SCT,9406
SCTR,75
SCUBE1,71
SCUBE2,63
SCUBE3,30
SCXA,66
SCXB,2
SCYL1,52
SCYL2,12
SCYL3,4
SDAD1,10
SDC1,1178
SDC2,229
SDC3,129
SDC4,426
SDCBP2,12
SDCBP,192
SDCCAG3,10
SDCCAG8,44
SDE2,14
SDF2L1,18
SDF2,33
SDF4,21
SDHAF1,20
SDHAF2,127
SDHA,786
SDHB,1248
SDHC,593
SDHD,846
SDIM1,1
SDK1,42
SDK2,17
SDPR,48
SDR16C5,16
SDR39U1,3
SDR42E1,0
SDR42E2,0
SDR9C7,22
SDSL,202
SDS,76806
SEC11A,12
SEC11C,2
SEC13,217
SEC14L1,25
SEC14L2,59
SEC14L3,13
SEC14L4,4
SEC14L5,3
SEC14L6,0
SEC16A,44
SEC16B,80
SEC22A,20
SEC22C,4
SEC23A,105
SEC23B,81
SEC23IP,22
SEC24A,35
SEC24B,25
SEC24C,40
SEC24D,54
SEC31A,72
SEC31B,8
SEC61A1,38
SEC61A2,3
SEC61B,41
SEC61G,21
SEC62,120
SEC63,183
SECISBP2L,2
SECISBP2,90
SECTM1,21
SEH1L,9
SEL1L2,1
SEL1L3,7
SEL1L,173
SELENBP1,115
SELE,697
SELK,166
SELL,5616
SELM,220
SELO,158
SELPLG,40
SELP,611
SELT,95
SELV,24
SEMA3A,1294
SEMA3C,136
SEMA3D,83
SEMA3E,138
SEMA3F,244
SEMA3G,33
SEMA4A,94
SEMA4B,23
SEMA4C,49
SEMA4D,351
SEMA4F,15
SEMA4G,13
SEMA5A,94
SEMA5B,22
SEMA6A,109
SEMA6B,35
SEMA6C,15
SEMA6D,58
SEMA7A,158
SEMG1,36
SEMG2,16
SENP1,347
SENP2,174
SENP3,92
SENP5,35
SENP6,66
SENP7,39
SENP8,38
SEP15,98
SEPHS1,8
SEPHS2,25
SEPN1,137
SEPP1,193
SEPSECS,46
SEPT10,11
SEPT11,33
SEPT12,27
SEPT14,18
SEPT1,26
SEPT2,119
SEPT3,21
SEPT4,90
SEPT5,87
SEPT7,115
SEPT8,22
SEPT9,284
SEPW1,54
SERAC1,45
SERBP1,58
SERF1A,11
SERF1B,0
SERF2,5
SERGEF,8
SERHL2,4
SERINC1,11
SERINC2,14
SERINC3,38
SERINC4,0
SERINC5,66
SERP1,44
SERP2,22
SERPINA10,68
SERPINA11,5
SERPINA12,251
SERPINA1,709
SERPINA3,173
SERPINA4,24
SERPINA5,54
SERPINA6,95
SERPINA9,20
SERPINB10,20
SERPINB12,11
SERPINB13,28
SERPINB1,113
SERPINB2,159
SERPINB3,99
SERPINB4,30
SERPINB5,105
SERPINB6,30
SERPINB7,87
SERPINB8,25
SERPINB9,136
SERPINC1,209
SERPIND1,43
SERPINE1,1681
SERPINE2,410
SERPINE3,2
SERPINF1,134
SERPINF2,44
SERPING1,1777
SERPINH1,365
SERPINI1,34
SERPINI2,12
SERTAD1,57
SERTAD2,14
SERTAD3,8
SERTAD4,5
SERTM1,2
SESN1,110
SESN2,251
SESN3,71
SESTD1,14
SETBP1,202
SETD1A,128
SETD1B,53
SETD2,376
SETD3,37
SETD4,11
SETD5,46
SETD6,28
SETD7,181
SETD8,77
SETD9,2
SETDB1,349
SETDB2,46
SETMAR,45
SET,536668
SETX,191
SEZ6L2,18
SEZ6L,21
SEZ6,29
SF1,1005
SF3A1,35
SF3A2,10
SF3A3,7
SF3B14,3
SF3B1,791
SF3B2,26
SF3B3,27
SF3B4,58
SF3B5,4
SFI1,59
SFMBT1,25
SFMBT2,48
SFN,1805
SFPQ,299
SFR1,49
SFRP1,896
SFRP2,586
SFRP4,395
SFRP5,277
SFSWAP,11
SFT2D1,3
SFT2D2,5
SFT2D3,1
SFTA2,13
SFTA3,17
SFTPA1,150
SFTPA2,128
SFTPB,132
SFTPC,395
SFTPD,95
SFXN1,24
SFXN2,11
SFXN3,7
SFXN4,15
SFXN5,5
SGCA,118
SGCB,54
SGCD,93
SGCE,230
SGCG,71
SGCZ,19
SGIP1,22
SGK1,1058
SGK223,16
SGK2,66
SGK3,150
SGK494,4
SGMS1,107
SGMS2,48
SGOL1,20
SGOL2,29
SGPL1,91
SGPP1,43
SGPP2,22
SGSH,79
SGSM1,7
SGSM2,11
SGSM3,13
SGTA,83
SGTB,45
SH2B1,217
SH2B2,53
SH2B3,212
SH2D1B,35
SH2D2A,84
SH2D3A,11
SH2D3C,28
SH2D4A,13
SH2D4B,3
SH2D5,3
SH2D6,4
SH2D7,0
SH3BGRL2,9
SH3BGRL3,19
SH3BGR,21
SH3BP1,18
SH3BP2,129
SH3BP4,18
SH3BP5L,1
SH3BP5,42
SH3D19,5
SH3D21,2
SH3GL1,38
SH3GL2,109
SH3GL3,20
SH3GLB1,58
SH3GLB2,10
SH3PXD2A,64
SH3PXD2B,23
SH3RF1,28
SH3RF2,10
SH3RF3,8
SH3TC1,1
SH3TC2,81
SH3YL1,12
SHANK1,156
SHANK2,225
SHANK3,530
SHARPIN,191
SHBG,8984
SHB,476
SHC1,1222
SHC2,31
SHC3,57
SHC4,27
SHCBP1L,2
SHCBP1,31
SHD,545
SHE,133673
SHFM1,95
SHF,826
SHH,7101
SHISA2,11
SHISA3,14
SHISA4,3
SHISA5,8
SHISA6,7
SHISA7,6
SHISA8,1
SHISA9,7
SHKBP1,10
SHMT1,180
SHMT2,105
SHOC2,117
SHOX2,193
SHPK,13
SHPRH,40
SHQ1,26
SHROOM1,16
SHROOM3,69
SIAE,33
SIAH1,168
SIAH2,161
SIAH3,6
SIDT1,10
SIDT2,27
SIGIRR,174
SIGLEC10,28
SIGLEC11,13
SIGLEC12,9
SIGLEC14,24
SIGLEC15,5
SIGLEC1,261
SIGLEC5,58
SIGLEC6,21
SIGLEC7,67
SIGLEC8,65
SIGLEC9,80
SIGLECL1,2
SIGMAR1,101
SIK1,164
SIK2,107
SIK3,74
SIKE1,3
SIL1,107
SIM1,255
SIM2,127
SIMC1,5
SIN3A,451
SIN3B,92
SI,91382
SIPA1L1,32
SIPA1L2,14
SIPA1L3,10
SIPA1,81
SIRPA,480
SIRPB1,33
SIRPB2,6
SIRPD,3
SIRPG,16
SIRT1,9600
SIRT2,1557
SIRT3,1714
SIRT4,255
SIRT5,305
SIRT6,806
SIRT7,322
SIT1,95
SIVA1,65
SIX1,573
SIX2,287
SIX3,390
SIX4,135
SIX5,120
SIX6,165
SKA1,79
SKA2,62
SKA3,41
SKAP1,59
SKAP2,29
SKIDA1,0
SKIL,215
SKI,4112
SKIV2L2,41
SKIV2L,61
SKOR1,26
SKOR2,12
SKP1,1329
SKP2,1423
SLA2,126
SLAIN1,11
SLAIN2,11
SLAMF1,218
SLAMF6,91
SLAMF7,203
SLAMF8,20
SLAMF9,12
SLA,3282
SLBP,159
SLC10A1,141
SLC10A2,123
SLC10A4,21
SLC10A5,6
SLC10A6,21
SLC10A7,16
SLC11A1,305
SLC11A2,108
SLC12A1,429
SLC12A2,599
SLC12A3,517
SLC12A4,12
SLC12A5,78
SLC12A6,84
SLC12A7,53
SLC12A8,18
SLC12A9,12
SLC13A1,30
SLC13A2,97
SLC13A3,26
SLC13A4,17
SLC13A5,68
SLC14A1,67
SLC14A2,43
SLC15A1,500
SLC15A2,46
SLC15A3,27
SLC15A4,56
SLC15A5,6
SLC16A10,65
SLC16A11,21
SLC16A12,26
SLC16A13,5
SLC16A14,10
SLC16A1,165
SLC16A3,140
SLC16A4,276
SLC16A5,18
SLC16A6,11
SLC16A7,169
SLC16A8,12
SLC16A9,30
SLC17A1,76
SLC17A2,41
SLC17A3,41
SLC17A4,16
SLC17A5,49
SLC17A6,537
SLC17A7,482
SLC17A8,51
SLC17A9,61
SLC18A1,124
SLC18A2,671
SLC18A3,443
SLC18B1,6
SLC19A1,484
SLC19A2,298
SLC19A3,135
SLC1A1,522
SLC1A2,598
SLC1A3,600
SLC1A4,77
SLC1A5,347
SLC1A6,99
SLC1A7,29
SLC20A1,144
SLC20A2,197
SLC22A10,8
SLC22A11,85
SLC22A12,360
SLC22A13,15
SLC22A14,5
SLC22A15,8
SLC22A16,51
SLC22A17,28
SLC22A18AS,8
SLC22A18,71
SLC22A1,312
SLC22A23,11
SLC22A24,15
SLC22A25,5
SLC22A2,492
SLC22A31,1
SLC22A3,155
SLC22A4,299
SLC22A5,496
SLC22A6,247
SLC22A7,135
SLC22A8,125
SLC22A9,33
SLC23A1,101
SLC23A2,186
SLC23A3,6
SLC24A1,12
SLC24A2,8
SLC24A3,34
SLC24A4,91
SLC24A5,127
SLC25A10,24
SLC25A11,22
SLC25A12,88
SLC25A13,197
SLC25A15,46
SLC25A16,12
SLC25A17,9
SLC25A18,7
SLC25A19,38
SLC25A1,56
SLC25A20,55
SLC25A21-AS1,1
SLC25A21,20
SLC25A22,27
SLC25A23,17
SLC25A24,27
SLC25A25,21
SLC25A26,8
SLC25A27,67
SLC25A28,19
SLC25A29,12
SLC25A2,13
SLC25A30,4
SLC25A31,16
SLC25A32,21
SLC25A33,6
SLC25A34,3
SLC25A35,2
SLC25A36,9
SLC25A37,27
SLC25A38,39
SLC25A39,7
SLC25A3,29
SLC25A40,9
SLC25A41,4
SLC25A42,12
SLC25A44,7
SLC25A45,8
SLC25A46,35
SLC25A47,3
SLC25A48,3
SLC25A4,69
SLC25A51,1
SLC25A52,3
SLC26A10,4
SLC26A11,23
SLC26A1,79
SLC26A2,164
SLC26A3,279
SLC26A4,1094
SLC26A5,176
SLC26A6,235
SLC26A7,60
SLC26A8,25
SLC26A9,77
SLC27A1,157
SLC27A2,44
SLC27A3,17
SLC27A4,152
SLC27A5,33
SLC27A6,30
SLC28A1,45
SLC28A2,41
SLC28A3,65
SLC29A1,725
SLC29A2,162
SLC29A3,89
SLC29A4,49
SLC2A10,81
SLC2A11,15
SLC2A12,58
SLC2A13,27
SLC2A14,20
SLC2A1,3055
SLC2A2,602
SLC2A3,629
SLC2A4,3622
SLC2A4RG,45
SLC2A5,146
SLC2A6,10
SLC2A7,12
SLC2A8,101
SLC2A9,339
SLC30A10,79
SLC30A1,174
SLC30A2,67
SLC30A3,127
SLC30A4,60
SLC30A5,49
SLC30A6,21
SLC30A7,36
SLC30A8,505
SLC30A9,22
SLC31A1,277
SLC31A2,28
SLC32A1,44
SLC33A1,39
SLC34A1,257
SLC34A2,228
SLC34A3,107
SLC35A1,31
SLC35A3,37
SLC35A4,8
SLC35A5,3
SLC35B1,8
SLC35B2,20
SLC35B3,6
SLC35B4,13
SLC35C1,42
SLC35C2,5
SLC35D1,14
SLC35D2,9
SLC35D3,10
SLC35E1,4
SLC35E2B,0
SLC35E2,2
SLC35E3,4
SLC35E4,1
SLC35F1,7
SLC35F2,19
SLC35F3,9
SLC35F4,2
SLC35F5,4
SLC35F6,1
SLC35G1,5
SLC35G2,1
SLC35G3,0
SLC35G5,0
SLC35G6,1
SLC36A1,112
SLC36A2,28
SLC36A3,4
SLC36A4,11
SLC37A1,18
SLC37A2,21
SLC37A3,8
SLC37A4,178
SLC38A10,8
SLC38A11,3
SLC38A1,133
SLC38A2,194
SLC38A4,63
SLC38A6,10
SLC38A7,11
SLC38A8,12
SLC38A9,38
SLC39A10,35
SLC39A11,10
SLC39A12,14
SLC39A13,31
SLC39A14,132
SLC39A1,101
SLC39A2,39
SLC39A3,31
SLC39A4,147
SLC39A5,27
SLC39A6,79
SLC39A7,43
SLC39A8,121
SLC39A9,28
SLC3A1,243
SLC3A2,182
SLC40A1,199
SLC41A1,66
SLC41A2,21
SLC41A3,12
SLC43A1,25
SLC43A2,20
SLC43A3,14
SLC44A1,50
SLC44A2,65
SLC44A3,3
SLC44A4,22
SLC44A5,5
SLC45A1,10
SLC45A2,257
SLC45A3,51
SLC45A4,5
SLC46A1,155
SLC46A2,5
SLC46A3,8
SLC47A1,123
SLC47A2,26
SLC48A1,9
SLC4A10,50
SLC4A11,113
SLC4A1AP,9
SLC4A1,326
SLC4A2,84
SLC4A3,96
SLC4A4,312
SLC4A5,41
SLC4A7,143
SLC4A8,29
SLC4A9,26
SLC50A1,10
SLC51A,15
SLC51B,13
SLC52A1,18
SLC52A2,45
SLC52A3,92
SLC5A10,6
SLC5A11,20
SLC5A12,19
SLC5A1,702
SLC5A2,918
SLC5A3,172
SLC5A4,19
SLC5A5,84
SLC5A6,24
SLC5A7,75
SLC5A8,137
SLC5A9,8
SLC6A11,91
SLC6A12,55
SLC6A13,83
SLC6A15,37
SLC6A16,5
SLC6A17,15
SLC6A18,16
SLC6A19,112
SLC6A1,394
SLC6A20,35
SLC6A2,807
SLC6A3,1686
SLC6A4,4374
SLC6A5,219
SLC6A6,43
SLC6A7,6
SLC6A9,302
SLC7A10,47
SLC7A11,537
SLC7A13,12
SLC7A14,17
SLC7A1,157
SLC7A2,103
SLC7A4,15
SLC7A5,585
SLC7A6,54
SLC7A6OS,3
SLC7A7,151
SLC7A8,142
SLC7A9,234
SLC8A1,63
SLC8A2,68
SLC8A3,95
SLC8B1,20
SLC9A1,575
SLC9A2,154
SLC9A3,726
SLC9A3R1,45
SLC9A3R2,23
SLC9A4,35
SLC9A5,4
SLC9A8,45
SLC9A9,50
SLC9B1,7
SLC9B2,9
SLC9C1,4
SLC9C2,2
SLCO1A2,127
SLCO1B1,1066
SLCO1B3,433
SLCO1B7,6
SLCO1C1,80
SLCO2A1,202
SLCO2B1,255
SLCO3A1,44
SLCO4A1,44
SLCO4C1,34
SLCO5A1,11
SLCO6A1,6
SLFN11,78
SLFN12L,8
SLFN12,25
SLFN13,4
SLFN14,12
SLFN5,19
SLFNL1,2
SLIRP,27
SLIT1,204
SLIT2,522
SLIT3,188
SLITRK1,65
SLITRK3,11
SLITRK5,24
SLITRK6,27
SLK,668
SLMAP,59
SLMO1,2
SLMO2,6
SLN,6073
SLPI,815
SLTM,11
SLU7,49
SLURP1,116
SLX1A,2
SLX1B,0
SLX4IP,10
SLX4,223
SMAD1,2655
SMAD2,7355
SMAD3,7068
SMAD4,4626
SMAD5,843
SMAD6,530
SMAD7,2354
SMAD9,133
SMAGP,5
SMAP1,31
SMAP2,21
SMARCA2,499
SMARCA4,1220
SMARCA5,174
SMARCAD1,54
SMARCAL1,147
SMARCB1,1140
SMARCC1,112
SMARCC2,60
SMARCD1,61
SMARCD2,23
SMARCD3,67
SMARCE1,109
SMC1B,18
SMC2,146
SMC3,463
SMC4,109
SMC5,251
SMC6,175
SMCHD1,129
SMCO1,2
SMCO2,6
SMCO3,3
SMCO4,0
SMCP,192
SMCR8,30
SMDT1,19
SMEK1,12
SMEK2,9
SMG1,142
SMG5,42
SMG6,85
SMG7,57
SMG8,9
SMG9,11
SMIM11,0
SMIM12,0
SMIM13,1
SMIM14,4
SMIM15,0
SMIM17,0
SMIM18,0
SMIM19,0
SMIM1,25
SMIM20,5
SMIM21,0
SMIM22,1
SMIM23,0
SMIM2,0
SMIM3,4
SMIM4,0
SMIM5,2
SMIM6,0
SMIM7,0
SMIM8,1
SMKR1,1
SMLR1,0
SMN1,1319
SMN2,925
SMNDC1,17
SMOC1,55
SMOC2,74
SMO,2692
SMOX,77
SMPD1,3186
SMPD2,11
SMPD3,164
SMPD4,7
SMPDL3A,11
SMPDL3B,24
SMR3A,11
SMR3B,15
SMTNL1,18
SMTNL2,7
SMTN,130
SMU1,20
SMUG1,120
SMURF1,360
SMURF2,317
SMYD1,79
SMYD2,123
SMYD3,196
SMYD4,15
SMYD5,11
SNAI1,1900
SNAI2,778
SNAI3,37
SNAP23,330
SNAP25,1444
SNAP29,113
SNAP47,15
SNAP91,14
SNAPC1,17
SNAPC2,10
SNAPC3,10
SNAPC4,15
SNAPC5,3
SNAPIN,110
SNCAIP,129
SNCA,2685
SNCB,126
SNCG,172
SND1,233
SNED1,7
SNF8,27
SNIP1,45
SNN,483
SNPH,92
SNRK,96
SNRNP200,52
SNRNP25,4
SNRNP27,3
SNRNP35,8
SNRNP40,4
SNRNP48,0
SNRNP70,81
SNRPA1,12
SNRPA,15
SNRPB2,19
SNRPB,76
SNRPC,14
SNRPD1,44
SNRPD2,5
SNRPD3,26
SNRPE,25
SNRPF,1344
SNRPG,6
SNRPN,1725
SNTA1,32
SNTB1,17
SNTB2,12
SNTG1,13
SNTG2,18
SNTN,14
SNUPN,35
SNURF,110
SNW1,59
SNX10,55
SNX11,7
SNX13,14
SNX14,25
SNX15,11
SNX16,16
SNX17,47
SNX18,20
SNX19,18
SNX1,136
SNX20,5
SNX21,5
SNX22,5
SNX24,3
SNX25,13
SNX27,102
SNX29,7
SNX2,72
SNX30,6
SNX31,13
SNX32,4
SNX33,15
SNX3,57
SNX4,49
SNX5,65
SNX6,56
SNX7,13
SNX8,19
SNX9,104
SOAT1,91
SOAT2,51
SOBP,353
SOCS1,2050
SOCS2,571
SOCS3,3120
SOCS4,65
SOCS5,132
SOCS6,98
SOCS7,63
SOD1,7939
SOD2,3191
SOD3,633
SOGA1,9
SOGA2,2
SOGA3,0
SOHLH1,52
SOHLH2,57
SON,30244
SORBS1,62
SORBS2,71
SORBS3,24
SORCS1,75
SORCS2,58
SORCS3,32
SORD,86
SORL1,365
SORT1,192
SOS1,888
SOS2,230
SOSTDC1,131
SOST,1490
SOWAHA,0
SOWAHB,1
SOWAHC,3
SOX10,4196
SOX11,794
SOX12,53
SOX13,67
SOX14,58
SOX15,61
SOX17,762
SOX18,203
SOX1,464
SOX21,80
SOX2,8036
SOX30,41
SOX4,622
SOX5,405
SOX6,416
SOX7,191
SOX8,170
SOX9,5128
SP100,403
SP110,90
SP140L,4
SP140,46
SP1,12165
SP2,3436
SP3,3668
SP4,1416
SP5,266
SP6,1293
SP7,1248
SP8,201
SP9,128
SPA17,87
SPACA1,22
SPACA3,20
SPACA4,6
SPACA7,2
SPAG11A,42
SPAG11B,8
SPAG16,28
SPAG17,19
SPAG1,29
SPAG4,37
SPAG5,92
SPAG6,61
SPAG7,7
SPAG8,22
SPAG9,115
SPAM1,74
SPARCL1,151
SPARC,3822
SPAST,375
SPATA12,8
SPATA13,19
SPATA16,34
SPATA17,11
SPATA18,25
SPATA19,14
SPATA20,4
SPATA21,3
SPATA22,17
SPATA24,0
SPATA25,1
SPATA2L,0
SPATA2,26
SPATA31A1,1
SPATA31A2,1
SPATA31A3,1
SPATA31A4,0
SPATA31A5,0
SPATA31A6,0
SPATA31A7,0
SPATA31D1,2
SPATA31E1,1
SPATA32,0
SPATA33,3
SPATA3,8
SPATA4,17
SPATA5L1,3
SPATA5,20
SPATA6L,0
SPATA6,11
SPATA7,38
SPATA8,2
SPATA9,2
SPATC1L,7
SPATC1,8
SPATS1,5
SPATS2L,17
SPATS2,7
SPC24,60
SPC25,68
SPCS1,9
SPCS2,5
SPCS3,6
SPDEF,197
SPDL1,25
SPDYA,42
SPDYC,2
SPDYE1,0
SPDYE2B,0
SPDYE2,0
SPDYE3,0
SPDYE4,0
SPECC1L-ADORA2A,1
SPECC1L,23
SPECC1,15
SPEF1,7
SPEF2,36
SPEG,246
SPEM1,8
SPEN,216
SPERT,7
SPESP1,19
SPG11,199
SPG20,59
SPG20OS,0
SPG21,23
SPG7,218
SPHAR,14
SPHK1,911
SPHK2,377
SPHKAP,14
SPI1,546
SPIB,164
SPICE1,6
SPIC,150
SPIDR,11
SPIN1,37
SPINK13,5
SPINK14,0
SPINK1,1212
SPINK2,22
SPINK4,12
SPINK5,277
SPINK6,15
SPINK7,39
SPINK8,2
SPINK9,9
SPINT1,189
SPINT2,325
SPINT3,2
SPINT4,5
SPIRE1,15
SPIRE2,9
SPN,2085
SPNS1,13
SPNS2,74
SPNS3,6
SPO11,513
SPOCD1,8
SPOCK1,94
SPOCK2,38
SPOCK3,21
SPON2,57
SPOPL,10
SPOP,295
SPP1,3945
SPP2,57
SPPL2A,40
SPPL2C,12
SPPL3,24
SPRED1,198
SPRED2,76
SPRED3,11
SPRN,66
SPR,10021
SPRR1A,73
SPRR1B,37
SPRR2A,53
SPRR2B,21
SPRR2D,27
SPRR2E,3
SPRR2F,16
SPRR2G,4
SPRR3,72
SPRR4,9
SPRTN,27
SPRY1,262
SPRY2,451
SPRY4,273
SPRYD3,0
SPRYD4,2
SPRYD7,4
SPSB1,22
SPSB2,23
SPSB3,6
SPSB4,6
SPTA1,97
SPTAN1,63
SPTBN1,99
SPTBN2,61
SPTBN4,12
SPTBN5,9
SPTB,413
SPTLC1,115
SPTLC2,109
SPTLC3,30
SPTSSA,3
SPTSSB,4
SPTY2D1,5
SPZ1,88
SQLE,122
SQRDL,11
SQSTM1,2778
SRA1,99
SRBD1,14
SRCAP,111
SRCIN1,46
SRC,37643
SRCRB4D,1
SRD5A1,227
SRD5A3,50
SREBF1,2023
SREBF2,717
SREK1IP1,2
SREK1,9
SRFBP1,9
SRF,3832
SRGAP1,49
SRGAP2,67
SRGAP3,55
SRGN,43
SRI,27158
SRL,5235
SRM,7251
SRMS,816
SRP14,56
SRP19,92
SRP54,242
SRP68,36
SRP72,88
SRP9,65
SRPK1,222
SRPK2,67
SRPRB,10
SRPR,35
SRRD,13
SRRM1,31
SRRM2,29
SRRM3,7
SRRM4,35
SRRM5,0
SRR,1122
SRRT,48
SRSF10,50
SRSF11,10
SRSF12,2
SRSF1,301
SRSF2,669
SRSF3,200
SRSF4,34
SRSF5,35
SRSF6,86
SRSF7,31
SRSF9,26
SRXN1,133
SS18L1,33
SS18L2,2
SS18,288
SSB,5112
SSBP1,94
SSBP2,55
SSBP3-AS1,0
SSBP3,21
SSBP4,3
SSC5D,10
SSFA2,8
SSH1,139
SSH2,15
SSH3,12
SSMEM1,1
SSNA1,6
SSPN,75
SSR1,46
SSR2,45
SSR3,16
SSRP1,187
SSSCA1,1
SST,5050
SSTR1,609
SSTR2,935
SSTR3,306
SSTR4,194
SSTR5,476
SSU72,78
SSUH2,2
SSX2IP,35
ST13,109
ST14,424
ST18,163
ST20-MTHFS,0
ST20,64
ST3GAL1,49
ST3GAL2,22
ST3GAL3,42
ST3GAL4,62
ST3GAL5,61
ST3GAL6,41
ST5,2720
ST6GAL1,246
ST6GAL2,14
ST6GALNAC1,28
ST6GALNAC2,20
ST6GALNAC3,11
ST6GALNAC4,7
ST6GALNAC5,25
ST6GALNAC6,5
ST7L,17
ST7,538
ST7-OT4,0
ST8SIA1,47
ST8SIA2,167
ST8SIA3,6
ST8SIA4,62
ST8SIA5,9
ST8SIA6,21
STAB1,121
STAB2,114
STAC2,13
STAC3,46
STAC,140
STAG1,74
STAG3,69
STAM2,49
STAMBPL1,21
STAMBP,59
STAM,3506
STAP1,33
STAP2,33
STARD10,19
STARD13,68
STARD3NL,18
STARD3,111
STARD4,55
STARD5,30
STARD6,27
STARD7,30
STARD9,13
STAR,27121
STAT1,9301
STAT2,1199
STAT3,25667
STAT4,1585
STAT5A,1269
STAT5B,1144
STAT6,3270
STATH,189
STAU1,170
STAU2,61
STC1,265
STC2,210
STEAP1B,2
STEAP1,80
STEAP2,38
STEAP3,56
STEAP4,93
STH,2742
STIL,311
STIM1,1782
STIM2,308
STIP1,213
STK10,29
STK11IP,12
STK11,1956
STK16,25
STK17A,28
STK17B,32
STK19,32
STK24,84
STK25,64
STK31,28
STK32A,7
STK32B,17
STK32C,7
STK33,52
STK35,10
STK36,24
STK38L,64
STK38,72
STK39,275
STK3,181
STK40,24
STK4,284
STMN1,585
STMN2,157
STMN3,41
STMN4,31
STMND1,1
STOML1,20
STOML2,83
STOML3,16
STOM,214
STON1-GTF2A1L,4
STON1,7
STON2,20
STOX1,49
STOX2,3
STPG1,1
STPG2,2
STRA13,100
STRA6,168
STRA8,385
STRADA,4415
STRADB,4
